against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
0.25,1.0568350668647846,1.0,1.0753968253968254,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50,5120,70,405,90.0,Gas,45,1059860,1.6,45,Ghostゴースト,Haunter,50.0,115,55,95,13,1,0.1,1,0
0.25,1.0568350668647846,0.9797101449275363,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65,5120,70,600,45.0,Shadow,80,1059860,1.5,60,Gangarゲンガー,Gengar,50.0,170,95,130,13,1,40.5,1,0
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45,6400,70,385,45.0,Rock Snake,160,1000000,8.8,35,Iwarkイワーク,Onix,50.0,30,45,70,12,7,210.0,1,0
2.0,1.0568350668647846,1.0,1.0753968253968254,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,328,190.0,Hypnosis,45,1000000,1.0,60,Sleepeスリープ,Drowzee,50.0,43,90,42,11,0,32.4,1,0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73,5120,70,483,75.0,Hypnosis,70,1000000,1.6,85,Sleeperスリーパー,Hypno,50.0,73,115,67,11,0,75.6,1,0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,325,225.0,River Crab,90,1000000,0.4,30,Crabクラブ,Krabby,50.0,25,25,50,3,0,6.5,1,0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130,5120,70,475,60.0,Pincer,115,1000000,1.3,55,Kinglerキングラー,Kingler,50.0,50,50,75,3,0,60.0,1,0
1.0,1.0,0.9797101449275363,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,5120,70,330,190.0,Ball,50,1000000,0.5,40,Biriridamaビリリダマ,Voltorb,55.155761024181935,55,55,100,7,0,10.4,1,0
1.0,1.0,1.0,0.5,1.0,1.0,1.1474700399467377,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,490,60.0,Ball,70,1000000,1.2,60,Marumineマルマイン,Electrode,55.155761024181935,80,80,150,7,0,66.6,1,0
4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40,5120,70,325,90.0,Egg,80,1250000,0.4,60,Tamatamaタマタマ,Exeggcute,50.0,60,45,40,1,11,2.5,1,0
4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105,5120,70,530,45.0,Coconut,85,1250000,1.163892445582586,95,Nassyナッシー,Exeggutor,50.0,125,75,45,1,11,61.37810499359791,1,0
1.0,1.0,1.0,0.0,1.0,1.0,1.1474700399467377,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50,5120,70,320,190.0,Lonely,95,1000000,0.4,50,Karakaraカラカラ,Cubone,50.0,40,50,35,8,0,6.5,1,0
1.0,1.0,1.0,0.0,1.0,1.0,1.1474700399467377,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80,5120,70,425,75.0,Bone Keeper,110,1000000,1.163892445582586,60,Garagaraガラガラ,Marowak,50.0,50,80,45,8,13,61.37810499359791,1,0
0.5,1.0568350668647846,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,6400,70,455,45.0,Kicking,53,1000000,1.5,50,Sawamularサワムラー,Hitmonlee,100.0,35,110,87,10,0,49.8,1,0
0.9975795297372061,1.0568350668647846,1.0,1.0753968253968254,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,6400,70,455,45.0,Punching,79,1000000,1.4,50,Ebiwalarエビワラー,Hitmonchan,100.0,35,110,76,10,0,50.2,1,0
1.0,1.0568350668647846,1.0,1.0,1.0,1.0662450066577895,1.0,1.0,0.9820239680426098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,385,45.0,Licking,75,1000000,1.2,90,Beroringaベロリンガ,Lickitung,50.0,60,75,30,5,0,65.5,1,0
0.5,1.0,1.0,1.0,1.0513117283950617,0.5,1.0,1.1957390146471372,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65,5120,70,340,190.0,Poison Gas,95,1000000,0.6,40,Dogarsドガース,Koffing,50.0,60,45,35,6,0,1.0,1,0
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.9820239680426098,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90,5120,70,490,60.0,Poison Gas,120,1000000,1.2,65,Matadogasマタドガス,Weezing,50.0,85,70,60,6,0,9.5,1,0
0.9975795297372061,1.0,1.0,0.0,1.0513117283950617,2.0,1.1474700399467377,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,5120,70,345,120.0,Spikes,95,1250000,1.0,80,Sihornサイホーン,Rhyhorn,50.0,30,30,25,8,14,115.0,1,0
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,70,485,60.0,Drill,120,1250000,1.9,105,Sidonサイドン,Rhydon,50.0,45,45,40,8,14,120.0,1,0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.1957390146471372,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,450,30.0,Egg,5,800000,1.1,250,Luckyラッキー,Chansey,0.0,35,105,50,5,0,34.6,1,0
2.0,1.0,0.9797101449275363,0.5,1.0513117283950617,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,435,45.0,Vine,115,1000000,1.0,65,Monjaraモンジャラ,Tangela,50.0,100,40,60,1,0,35.0,1,0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,70,590,45.0,Parent,100,1000000,2.2,105,Garuraガルーラ,Kangaskhan,0.0,60,100,100,5,0,80.0,1,0
1.0,1.0568350668647846,0.9797101449275363,1.0753968253968254,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,70,295,225.0,Dragon,70,1000000,0.4,30,Tattuタッツー,Horsea,50.0,70,25,60,3,0,8.0,1,0
1.0,1.0568350668647846,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,440,75.0,Dragon,95,1000000,1.2,55,Seadraシードラ,Seadra,50.0,95,45,85,3,0,25.0,1,0
1.0,1.0568350668647846,1.0,2.0,1.0,1.0,0.5,1.0,0.9820239680426098,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,70,320,225.0,Goldfish,60,1000000,0.6,45,Tosakintoトサキント,Goldeen,50.0,35,50,63,3,0,15.0,1,0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,70,450,60.0,Goldfish,65,1000000,1.3,80,Azumaoアズマオウ,Seaking,50.0,65,80,68,3,0,39.0,1,0
1.0,1.0,1.0,2.0,1.0513117283950617,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,340,225.0,Starshape,55,1250000,0.8,30,Hitodemanヒトデマン,Staryu,55.155761024181935,70,55,85,3,0,34.5,1,0
2.0,2.0,0.9797101449275363,2.0,1.0,0.5,0.5,1.0,0.9820239680426098,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,520,60.0,Mysterious,85,1250000,1.1,60,Starmieスターミー,Starmie,55.155761024181935,100,85,115,3,11,80.0,1,0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,6400,70,460,45.0,Barrier,65,1000000,1.3,40,Barrierdバリヤード,Mr. Mime,50.0,100,120,90,11,8,54.5,1,0
0.9975795297372061,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,70,500,45.0,Mantis,80,1000000,1.5,70,Strikeストライク,Scyther,50.0,55,80,105,4,3,56.0,1,0
0.9975795297372061,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,70,455,45.0,Humanshape,35,1000000,1.4,65,Rougelaルージュラ,Jynx,0.0,115,95,95,14,11,40.6,1,0
1.0,1.0,1.0,1.0753968253968254,1.0513117283950617,1.0,1.0,1.1957390146471372,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,70,490,45.0,Electric,57,1000000,1.1,65,Elebooエレブー,Electabuzz,75.4,95,85,105,7,0,30.0,1,0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,495,45.0,Spitfire,57,1000000,1.3,65,Booberブーバー,Magmar,75.4,100,85,93,2,0,44.5,1,0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.9820239680426098,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,70,600,45.0,Stagbeetle,120,1250000,1.5,65,Kailiosカイロス,Pinsir,50.0,65,90,105,4,0,55.0,1,0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,70,490,45.0,Wild Bull,95,1250000,1.4,75,Kentaurosケンタロス,Tauros,100.0,40,70,110,5,0,88.4,1,0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,70,200,255.0,Fish,55,1250000,0.9,20,Koikingコイキング,Magikarp,50.0,15,20,80,3,0,10.0,1,0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,70,640,45.0,Atrocious,109,1250000,6.5,95,Gyaradosギャラドス,Gyarados,50.0,70,130,81,3,3,235.0,1,0
1.0,1.0,1.0,1.0753968253968254,1.0,1.0662450066577895,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,70,535,45.0,Transport,80,1250000,2.5,130,Laplaceラプラス,Lapras,50.0,85,95,60,3,6,220.0,1,0
0.9975795297372061,1.0568350668647846,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,70,288,35.0,Transform,48,1000000,0.3,48,Metamonメタモン,Ditto,55.155761024181935,48,48,48,5,0,4.0,1,0
1.0,1.0,1.0,1.0753968253968254,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,8960,70,325,45.0,Evolution,50,1000000,0.3,55,Eievuiイーブイ,Eevee,88.1,45,65,55,5,0,6.5,1,0
0.9975795297372061,1.0568350668647846,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,8960,70,525,45.0,Bubble Jet,60,1000000,1.0,130,Showersシャワーズ,Vaporeon,88.1,110,95,65,3,0,29.0,1,0
1.0,1.0568350668647846,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,8960,70,525,45.0,Lightning,60,1000000,0.8,65,Thundersサンダース,Jolteon,88.1,110,95,130,7,0,24.5,1,0
0.5,1.0568350668647846,0.9797101449275363,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130,8960,70,525,45.0,Flame,60,1000000,0.9,65,Boosterブースター,Flareon,88.1,95,110,65,2,0,25.0,1,0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,395,45.0,Virtual,70,1000000,0.8,65,Porygonポリゴン,Porygon,55.155761024181935,85,75,40,5,0,36.5,1,0
1.0,1.0,0.9797101449275363,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40,7680,70,355,45.0,Spiral,100,1000000,0.4,35,Omniteオムナイト,Omanyte,88.1,90,55,35,12,15,7.5,1,0
0.9975795297372061,1.0,1.0,2.0,1.0513117283950617,2.0,1.1474700399467377,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60,7680,70,495,45.0,Spiral,125,1000000,1.0,70,Omstarオムスター,Omastar,88.1,115,70,55,12,15,35.0,1,0
1.0,1.0,1.0,2.0,1.0513117283950617,2.0,1.1474700399467377,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80,7680,70,355,45.0,Shellfish,90,1000000,0.5,30,Kabutoカブト,Kabuto,88.1,55,45,55,12,15,11.5,1,0
0.9975795297372061,1.0,0.9797101449275363,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115,7680,70,495,45.0,Shellfish,105,1000000,1.3,60,Kabutopsカブトプス,Kabutops,88.1,65,70,80,12,15,40.5,1,0
0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135,8960,70,615,45.0,Fossil,85,1250000,1.8,80,Pteraプテラ,Aerodactyl,88.1,70,95,150,12,3,59.0,1,0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,10240,70,540,25.0,Sleeping,65,1250000,2.1,160,Kabigonカビゴン,Snorlax,88.1,65,110,30,5,0,460.0,1,0
0.5,1.0568350668647846,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85,20480,35,580,3.0,Freeze,100,1250000,1.7,90,Freezerフリーザー,Articuno,55.155761024181935,95,125,85,14,3,55.4,1,1
0.5,1.0568350668647846,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90,20480,35,580,3.0,Electric,85,1250000,1.6,90,Thunderサンダー,Zapdos,55.155761024181935,125,90,100,7,3,52.6,1,1
0.25,1.0,1.0,2.0,0.5,0.5,1.1474700399467377,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100,20480,35,580,3.0,Flame,90,1250000,2.0,90,Fireファイヤー,Moltres,55.155761024181935,125,85,90,2,3,60.0,1,1
1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64,10240,35,300,45.0,Dragon,45,1250000,1.8,41,Miniryuミニリュウ,Dratini,50.0,50,50,50,15,0,3.3,1,0
1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84,10240,35,420,45.0,Dragon,65,1250000,4.0,61,Hakuryuハクリュー,Dragonair,50.0,70,70,70,15,0,16.5,1,0
0.5,1.0,2.0,1.0,1.0513117283950617,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134,10240,35,600,45.0,Dragon,95,1250000,2.2,91,Kairyuカイリュー,Dragonite,50.0,100,100,80,15,3,210.0,1,0
2.0,2.0,1.0,1.0753968253968254,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150,30720,0,780,3.0,Genetic,70,1250000,2.0,106,Mewtwoミュウツー,Mewtwo,55.155761024181935,194,120,140,11,0,122.0,1,1
2.0,1.0568350668647846,1.0,1.0,1.0,0.5,1.0,1.1957390146471372,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100,30720,100,600,45.0,New Species,100,1059860,0.4,100,Mewミュウ,Mew,55.155761024181935,100,100,100,11,0,4.0,1,1
2.0,1.0,0.9797101449275363,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49,5120,70,318,45.0,Leaf,65,1059860,0.9,45,Chicoritaチコリータ,Chikorita,88.1,49,65,45,1,0,6.4,2,0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,62,5120,70,405,45.0,Leaf,80,1059860,1.2,60,Bayleafベイリーフ,Bayleef,88.1,63,80,60,1,0,15.8,2,0
2.0,1.0568350668647846,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,82,5120,70,525,45.0,Herb,100,1059860,1.8,80,Meganiumメガニウム,Meganium,88.1,83,100,80,1,0,100.5,2,0
0.5,1.0568350668647846,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,52,5120,70,309,45.0,Fire Mouse,43,1059860,0.5,39,Hinoarashiヒノアラシ,Cyndaquil,88.1,60,50,65,2,0,7.9,2,0
0.5,1.0568350668647846,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,64,5120,70,405,45.0,Volcano,58,1059860,0.9,58,Magmarashiマグマラシ,Quilava,88.1,80,65,80,2,0,19.0,2,0
0.9975795297372061,1.0568350668647846,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,84,5120,70,534,45.0,Volcano,78,1059860,1.7,78,Bakphoonバクフーン,Typhlosion,88.1,109,85,100,2,0,79.5,2,0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,314,45.0,Big Jaw,64,1059860,0.6,50,Waninokoワニノコ,Totodile,88.1,44,48,43,3,0,9.5,2,0
1.0,1.0,0.9797101449275363,1.0753968253968254,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,5120,70,405,45.0,Big Jaw,80,1059860,1.1,65,Alligatesアリゲイツ,Croconaw,88.1,59,63,58,3,0,25.0,2,0
1.0,1.0568350668647846,1.0,1.0753968253968254,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,530,45.0,Big Jaw,100,1059860,2.3,85,Ordileオーダイル,Feraligatr,88.1,79,83,78,3,0,88.8,2,0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,3840,70,215,255.0,Scout,34,1000000,0.8,35,Otachiオタチ,Sentret,50.0,35,45,20,5,0,6.0,2,0
0.9975795297372061,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76,3840,70,415,90.0,Long Body,64,1000000,1.8,85,Ootachiオオタチ,Furret,50.0,45,55,90,5,0,32.5,2,0
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30,3840,70,262,255.0,Owl,30,1000000,0.7,60,Hohoホーホー,Hoothoot,50.0,36,56,50,5,3,21.2,2,0
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,452,90.0,Owl,50,1000000,1.6,100,Yorunozukuヨルノズク,Noctowl,50.0,86,96,70,5,3,40.8,2,0
0.5,1.0568350668647846,1.0,1.0753968253968254,1.0513117283950617,0.25,2.0,2.0,0.9820239680426098,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,20,3840,70,265,255.0,Five Star,30,800000,1.0,40,Redibaレディバ,Ledyba,50.0,40,80,55,4,3,10.8,2,0
0.5,1.0,1.0,2.0,1.0513117283950617,0.25,2.0,2.0,0.9820239680426098,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,35,3840,70,390,90.0,Five Star,50,800000,1.4,55,Redianレディアン,Ledian,50.0,55,110,85,4,3,35.6,2,0
0.5,1.0,0.9797101449275363,1.0,0.5,0.25,2.0,2.0,0.9820239680426098,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,60,3840,70,250,255.0,String Spit,40,800000,0.5,40,Itomaruイトマル,Spinarak,50.0,40,40,30,4,1,8.5,2,0
0.5,1.0,0.9797101449275363,1.0,0.5,0.25,2.0,1.1957390146471372,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,400,90.0,Long Leg,70,800000,1.1,70,Ariadosアリアドス,Ariados,50.0,60,70,40,4,1,33.5,2,0
0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,535,90.0,Bat,80,1000000,1.8,85,Crobatクロバット,Crobat,50.0,70,80,130,6,3,75.0,2,0
1.0,1.0568350668647846,0.9797101449275363,1.0753968253968254,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,38,5120,70,330,190.0,Angler,38,1250000,0.5,75,Chonchieチョンチー,Chinchou,50.0,56,56,67,3,5,12.0,2,0
1.0,1.0568350668647846,1.0,1.0,1.0513117283950617,1.0,0.5,0.5,0.9820239680426098,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58,5120,70,460,75.0,Light,58,1250000,1.2,125,Lanternランターン,Lanturn,50.0,76,76,67,3,5,22.5,2,0
1.0,1.0,0.9797101449275363,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,2560,70,205,190.0,Tiny Mouse,15,1000000,0.3,20,Pichuピチュー,Pichu,50.0,35,35,60,7,0,2.0,2,0
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25,2560,140,218,150.0,Star Shape,28,800000,0.3,50,Pyピィ,Cleffa,24.6,45,55,15,9,0,3.0,2,0
0.9975795297372061,0.5,0.0,1.0753968253968254,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30,2560,70,210,170.0,Balloon,15,800000,0.3,90,Pupurinププリン,Igglybuff,24.6,40,20,15,5,8,1.0,2,0
0.5,0.5,0.0,1.0753968253968254,1.0513117283950617,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,245,190.0,Spike Ball,65,800000,0.3,35,Togepyトゲピー,Togepi,88.1,40,65,20,9,0,1.5,2,0
0.25,1.0568350668647846,0.0,2.0,1.0513117283950617,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40,2560,70,405,75.0,Happiness,85,800000,0.6,55,Togechickトゲチック,Togetic,88.1,80,105,40,9,3,3.2,2,0
1.0,1.0568350668647846,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50,5120,70,320,190.0,Little Bird,45,1000000,0.2,40,Natyネイティ,Natu,50.0,70,45,70,11,3,2.0,2,0
1.0,2.0,0.9797101449275363,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,5120,70,470,75.0,Mystic,70,1000000,1.5,65,Natioネイティオ,Xatu,50.0,95,70,95,11,3,15.0,2,0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.9820239680426098,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,280,235.0,Wool,40,1059860,0.6,55,Merriepメリープ,Mareep,50.0,65,45,35,7,0,7.8,2,0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,365,120.0,Wool,55,1059860,0.8,70,Mokokoモココ,Flaaffy,50.0,80,60,45,7,0,13.3,2,0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95,5120,70,610,45.0,Light,105,1059860,1.4,90,Denryuデンリュウ,Ampharos,50.0,165,110,45,7,0,61.5,2,0
0.9975795297372061,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80,5120,70,490,45.0,Flower,95,1059860,0.4,75,Kireihanaキレイハナ,Bellossom,50.0,90,100,50,1,0,5.8,2,0
0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20,2560,70,250,190.0,Aquamouse,50,800000,0.4,70,Marilマリル,Marill,50.0,20,50,40,3,8,8.5,2,0
0.5,0.5,0.9797101449275363,1.0753968253968254,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50,2560,70,420,75.0,Aquarabbit,80,800000,0.8,100,Marilliマリルリ,Azumarill,50.0,60,80,50,3,8,28.5,2,0
0.9975795297372061,1.0,0.9797101449275363,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,5120,70,410,65.0,Imitation,115,1000000,1.2,70,Usokkieウソッキー,Sudowoodo,50.0,30,65,30,12,0,38.0,2,0
1.0,1.0,0.9797101449275363,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,500,45.0,Frog,75,1059860,1.1,90,Nyorotonoニョロトノ,Politoed,50.0,90,100,70,3,0,33.9,2,0
